apparentTemperature,cloudCover,dateKey,dewPoint,hourKey,humidity,icon,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
71.96,0.01,20180610,53.96,03,0.53,clear-night,0.0,0.0,,1010.41,Clear,71.96,1528599600,0.0,10.0,232.0,6.0,4.4
69.31,0.0,20180610,53.47,04,0.57,clear-night,0.0,0.0,,1010.71,Clear,69.31,1528603200,0.0,10.0,233.0,6.38,3.06
67.46,0.0,20180610,53.4,05,0.61,clear-night,0.0,0.0,,1011.08,Clear,67.46,1528606800,0.0,10.0,217.0,4.92,1.74
66.53,0.0,20180610,53.07,06,0.62,clear-night,0.0,0.0,,1011.3,Clear,66.53,1528610400,0.0,10.0,216.0,6.07,2.34
65.67,0.0,20180610,52.6,07,0.63,clear-night,0.0,0.0,,1011.28,Clear,65.67,1528614000,0.0,10.0,202.0,4.03,1.22
65.26,0.0,20180610,52.67,08,0.64,clear-night,0.0,0.0,,1011.32,Clear,65.26,1528617600,0.0,10.0,142.0,4.39,1.05
64.8,0.0,20180610,52.74,09,0.65,clear-night,0.0,0.0,,1011.2,Clear,64.8,1528621200,0.0,9.94,125.0,6.12,1.13
64.56,0.0,20180610,53.22,10,0.67,clear-night,0.0,0.0,,1010.97,Clear,64.56,1528624800,0.0,9.98,132.0,6.61,1.05
63.83,0.07,20180610,54.11,11,0.71,clear-night,0.0,0.0,,1011.1,Clear,63.83,1528628400,0.0,9.95,141.0,5.35,1.81
63.03,0.26,20180610,54.98,12,0.75,partly-cloudy-night,0.0,0.0,,1011.36,Partly Cloudy,63.03,1528632000,0.0,9.7,156.0,5.52,1.88
62.55,0.67,20180610,55.23,13,0.77,partly-cloudy-day,0.0,0.0,,1011.71,Mostly Cloudy,62.55,1528635600,0.0,9.64,146.0,6.09,2.48
63.85,0.82,20180610,55.25,14,0.74,partly-cloudy-day,0.0,0.0,,1012.12,Mostly Cloudy,63.85,1528639200,0.0,9.4,143.0,5.21,2.34
65.4,0.71,20180610,56.4,15,0.73,partly-cloudy-day,0.0,0.0,,1012.38,Mostly Cloudy,65.4,1528642800,1.0,9.23,135.0,4.24,1.39
67.65,0.38,20180610,56.31,16,0.67,partly-cloudy-day,0.0,0.0,,1012.46,Partly Cloudy,67.65,1528646400,3.0,9.91,160.0,6.19,2.3
69.28,0.08,20180610,55.5,17,0.62,clear-day,0.0,0.0,,1011.99,Clear,69.28,1528650000,6.0,10.0,168.0,7.68,2.77
73.93,0.01,20180610,53.64,18,0.49,clear-day,0.0,0.0,,1011.84,Clear,73.93,1528653600,9.0,10.0,175.0,9.28,3.46
75.43,0.05,20180610,55.18,19,0.49,clear-day,0.0,0.0,,1011.72,Clear,75.43,1528657200,10.0,10.0,189.0,9.51,4.4
77.58,0.06,20180610,55.39,20,0.46,clear-day,0.0,0.0,,1011.34,Clear,77.58,1528660800,11.0,10.0,211.0,9.68,5.03
78.77,0.0,20180610,55.61,21,0.45,clear-day,0.0,0.0,,1011.06,Clear,78.77,1528664400,10.0,10.0,210.0,10.03,6.63
78.22,0.0,20180610,55.44,22,0.46,clear-day,0.0,0.0,,1010.52,Clear,78.22,1528668000,8.0,10.0,221.0,11.44,6.61
78.66,0.0,20180610,54.97,23,0.44,clear-day,0.0,0.0,,1009.93,Clear,78.66,1528671600,6.0,10.0,234.0,10.41,6.06
78.54,0.0,20180611,54.47,00,0.43,clear-day,0.0,0.0,,1009.41,Clear,78.54,1528675200,3.0,10.0,244.0,11.82,6.08
78.47,0.0,20180611,52.74,01,0.41,clear-day,0.0,0.0,,1009.12,Clear,78.47,1528678800,1.0,10.0,250.0,8.49,4.76
76.08,0.0,20180611,51.73,02,0.43,clear-day,0.0,0.0,,1009.1,Clear,76.08,1528682400,0.0,10.0,231.0,6.16,3.95
73.65,0.0,20180611,50.96,03,0.45,clear-day,0.0,0.0,,1009.17,Clear,73.65,1528686000,0.0,10.0,240.0,5.0,2.86
72.47,0.0,20180611,50.8,04,0.46,clear-night,0.0,0.0,,1009.08,Clear,72.47,1528689600,0.0,10.0,248.0,3.75,1.42
70.48,0.0,20180611,51.33,05,0.51,clear-night,0.0,0.0,,1009.61,Clear,70.48,1528693200,0.0,10.0,265.0,4.07,1.05
69.24,0.0,20180611,51.62,06,0.54,clear-night,0.0,0.0,,1009.7,Clear,69.24,1528696800,0.0,10.0,195.0,3.52,0.99
68.85,0.0,20180611,52.92,07,0.57,clear-night,0.0,0.0,,1009.7,Clear,68.85,1528700400,0.0,10.0,154.0,3.69,1.53
67.68,0.0,20180611,52.19,08,0.58,clear-night,0.0,0.0,,1009.64,Clear,67.68,1528704000,0.0,10.0,125.0,5.01,2.07
66.16,0.0,20180611,52.33,09,0.61,clear-night,0.0,0.0,,1009.48,Clear,66.16,1528707600,0.0,9.95,118.0,5.76,2.19
65.6,0.0,20180611,50.46,10,0.58,clear-night,0.0,0.0,,1009.38,Clear,65.6,1528711200,0.0,9.95,109.0,4.61,2.09
64.65,0.03,20180611,51.09,11,0.61,clear-night,0.0,0.0,,1009.19,Clear,64.65,1528714800,0.0,9.82,115.0,4.38,1.66
64.44,0.12,20180611,53.64,12,0.68,clear-night,0.0,0.0,,1009.24,Clear,64.44,1528718400,0.0,9.53,96.0,4.32,1.54
63.68,0.25,20180611,53.15,13,0.69,partly-cloudy-day,0.0,0.0,,1009.33,Partly Cloudy,63.68,1528722000,0.0,8.4,89.0,3.94,1.82
65.86,0.38,20180611,53.76,14,0.65,partly-cloudy-day,0.0,0.0,,1009.75,Partly Cloudy,65.86,1528725600,0.0,7.95,119.0,4.66,2.3
68.58,0.19,20180611,53.71,15,0.59,clear-day,0.0,0.0,,1009.9,Clear,68.58,1528729200,2.0,8.96,141.0,3.91,1.4
71.25,0.17,20180611,55.71,16,0.58,clear-day,0.0,0.0,,1009.97,Clear,71.25,1528732800,4.0,9.54,169.0,5.09,1.85
74.28,0.03,20180611,56.2,17,0.53,clear-day,0.0,0.0,,1009.9,Clear,74.28,1528736400,6.0,9.91,176.0,5.17,2.6
75.11,0.0,20180611,57.05,18,0.53,clear-day,0.0,0.0,,1009.96,Clear,75.11,1528740000,9.0,9.77,196.0,5.87,3.41
77.41,0.0,20180611,57.31,19,0.5,clear-day,0.0,0.0,,1009.56,Clear,77.41,1528743600,11.0,10.0,213.0,5.8,4.26
80.58,0.0,20180611,56.79,20,0.45,clear-day,0.0,0.0,,1009.28,Clear,80.34,1528747200,11.0,10.0,216.0,7.03,4.58
82.47,0.0,20180611,55.53,21,0.4,clear-day,0.0,0.0,,1008.72,Clear,82.47,1528750800,10.0,10.0,219.0,7.89,5.26
83.13,0.0,20180611,55.54,22,0.39,clear-day,0.0,0.0,,1008.24,Clear,83.13,1528754400,8.0,10.0,223.0,8.69,6.49
84.74,0.0,20180611,53.95,23,0.35,clear-day,0.0,0.0,,1007.77,Clear,84.74,1528758000,6.0,10.0,223.0,8.66,5.66
83.72,0.0,20180612,52.18,00,0.34,clear-day,0.0,0.0,,1007.62,Clear,83.72,1528761600,3.0,10.0,234.0,10.05,5.78
80.97,0.0,20180612,51.43,01,0.36,clear-day,0.0,0.0,,1007.3,Clear,80.97,1528765200,1.0,10.0,251.0,7.95,5.46
79.82,0.0,20180612,50.58,02,0.36,clear-day,0.0,0.0,,1007.23,Clear,79.82,1528768800,0.0,10.0,249.0,8.55,4.13
75.6,0.0,20180612,50.75,03,0.42,clear-day,0.0,0.0,,1007.57,Clear,75.6,1528772400,0.0,10.0,265.0,5.74,3.1
73.11,0.0,20180612,52.84,04,0.49,clear-night,0.0,0.0,,1008.01,Clear,73.11,1528776000,0.0,10.0,267.0,5.37,2.54
70.76,0.0,20180612,53.81,05,0.55,clear-night,0.0,0.0,,1008.73,Clear,70.76,1528779600,0.0,10.0,229.0,4.06,0.77
69.38,0.0,20180612,53.99,06,0.58,clear-night,0.0,0.0,,1009.03,Clear,69.38,1528783200,0.0,10.0,171.0,3.59,0.73
68.17,0.0,20180612,53.63,07,0.6,clear-night,0.0,0.0,,1009.07,Clear,68.17,1528786800,0.0,10.0,166.0,2.97,0.68
67.63,0.0,20180612,54.26,08,0.62,clear-night,0.0,0.0,,1009.21,Clear,67.63,1528790400,0.0,10.0,139.0,3.39,1.58
66.52,0.0,20180612,53.36,09,0.63,clear-night,0.0,0.0,,1009.08,Clear,66.52,1528794000,0.0,9.84,125.0,3.1,1.0
66.06,0.0,20180612,55.24,10,0.68,clear-night,0.0,0.0,,1009.02,Clear,66.06,1528797600,0.0,9.19,172.0,3.4,0.87
65.35,0.05,20180612,52.07,11,0.62,clear-night,0.0,0.0,,1008.85,Clear,65.35,1528801200,0.0,10.0,121.0,2.89,1.09
65.47,0.05,20180612,51.36,12,0.6,clear-night,0.0,0.0,,1008.67,Clear,65.47,1528804800,0.0,9.95,98.0,3.47,1.5
64.47,0.07,20180612,53.62,13,0.68,clear-day,0.0,0.0,,1009.02,Clear,64.47,1528808400,0.0,9.61,130.0,3.99,1.85
65.24,0.25,20180612,56.64,14,0.74,partly-cloudy-day,0.0,0.0,,1009.61,Partly Cloudy,65.24,1528812000,0.0,8.95,133.0,3.67,1.9
68.82,0.47,20180612,56.08,15,0.64,partly-cloudy-day,0.0,0.0,,1010.47,Partly Cloudy,68.82,1528815600,1.0,8.43,145.0,4.44,3.55
69.15,0.39,20180612,57.82,16,0.67,partly-cloudy-day,0.0,0.0,,1010.93,Partly Cloudy,69.15,1528819200,3.0,9.11,158.0,6.57,3.73
71.41,0.06,20180612,58.54,17,0.64,clear-day,0.0,0.0,,1010.81,Clear,71.41,1528822800,6.0,10.0,159.0,6.1,3.08
76.0,0.0,20180612,57.97,18,0.54,clear-day,0.0,0.0,,1010.63,Clear,76.0,1528826400,9.0,10.0,167.0,6.72,3.17
79.28,0.0,20180612,57.92,19,0.48,clear-day,0.0,0.0,,1010.33,Clear,79.28,1528830000,11.0,10.0,183.0,9.04,3.62
80.97,0.0,20180612,58.32,20,0.47,clear-day,0.0,0.0,,1010.01,Clear,80.56,1528833600,11.0,10.0,190.0,8.15,5.15
81.49,0.0,20180612,58.05,21,0.45,clear-day,0.0,0.0,,1009.59,Clear,81.35,1528837200,10.0,10.0,196.0,12.09,5.7
82.4,0.0,20180612,58.66,22,0.45,clear-day,0.0,0.0,,1009.21,Clear,82.4,1528840800,8.0,10.0,200.0,9.96,6.5
82.98,0.0,20180612,57.99,23,0.43,clear-day,0.0,0.0,,1008.88,Clear,82.98,1528844400,6.0,10.0,199.0,11.06,6.23
80.75,0.0,20180613,57.18,00,0.45,clear-day,0.0,0.0,,1008.73,Clear,80.51,1528848000,3.0,10.0,205.0,8.94,5.23
79.56,0.0,20180613,57.28,01,0.47,clear-day,0.0,0.0,,1008.55,Clear,79.56,1528851600,1.0,10.0,217.0,7.73,4.41
76.6,0.0,20180613,57.75,02,0.52,clear-day,0.0,0.0,,1008.47,Clear,76.6,1528855200,0.0,10.0,234.0,7.38,3.58
72.78,0.0,20180613,57.23,03,0.58,clear-day,0.0,0.0,,1008.52,Clear,72.78,1528858800,0.0,10.0,268.0,6.78,2.46
72.05,0.0,20180613,58.36,04,0.62,clear-night,0.0,0.0,,1008.79,Clear,72.05,1528862400,0.0,10.0,261.0,5.69,2.21
69.14,0.01,20180613,58.64,05,0.69,clear-night,0.0,0.0,,1009.47,Clear,69.14,1528866000,0.0,10.0,255.0,4.04,2.01
67.61,0.18,20180613,58.83,06,0.73,clear-night,0.0,0.0,,1009.94,Clear,67.61,1528869600,0.0,10.0,233.0,4.75,1.41
66.99,0.18,20180613,57.95,07,0.73,clear-night,0.0,0.0,,1009.92,Clear,66.99,1528873200,0.0,9.46,207.0,4.31,1.27
65.93,0.24,20180613,57.92,08,0.75,clear-night,0.0,0.0,,1009.77,Clear,65.93,1528876800,0.0,9.15,278.0,3.7,0.88
65.12,0.1,20180613,56.34,09,0.73,clear-night,0.0,0.0,,1009.14,Clear,65.12,1528880400,0.0,8.76,316.0,3.28,1.29
65.13,0.22,20180613,55.41,10,0.71,clear-night,0.0,0.0,,1008.82,Clear,65.13,1528884000,0.0,6.73,254.0,3.48,1.27
64.45,0.41,20180613,55.75,11,0.73,partly-cloudy-night,0.0,0.0,,1008.88,Partly Cloudy,64.45,1528887600,0.0,6.47,207.0,3.85,1.36
63.85,0.83,20180613,57.19,12,0.79,partly-cloudy-night,0.0,0.0,,1009.26,Mostly Cloudy,63.85,1528891200,0.0,6.09,179.0,3.85,1.03
62.79,0.79,20180613,56.97,13,0.81,partly-cloudy-day,0.0,0.0,,1009.62,Mostly Cloudy,62.79,1528894800,0.0,6.53,120.0,3.01,0.68
64.36,0.92,20180613,56.12,14,0.75,partly-cloudy-day,0.0,0.0,,1010.03,Mostly Cloudy,64.36,1528898400,0.0,4.9,174.0,2.88,0.99
66.41,0.84,20180613,57.39,15,0.73,partly-cloudy-day,0.0,0.0,,1010.41,Mostly Cloudy,66.41,1528902000,1.0,4.99,182.0,3.58,0.76
69.97,0.79,20180613,58.02,16,0.66,partly-cloudy-day,0.0,0.0,,1010.46,Mostly Cloudy,69.97,1528905600,3.0,5.8,171.0,4.68,1.44
71.87,0.31,20180613,58.53,17,0.63,partly-cloudy-day,0.0,0.0,,1010.19,Partly Cloudy,71.87,1528909200,5.0,7.41,193.0,6.03,1.97
76.12,0.13,20180613,58.69,18,0.55,clear-day,0.0,0.0,,1010.5,Clear,76.12,1528912800,8.0,7.65,192.0,6.93,2.62
78.57,0.15,20180613,58.37,19,0.5,clear-day,0.0,0.0,,1010.63,Clear,78.57,1528916400,10.0,8.8,190.0,8.55,3.83
79.59,0.0,20180613,58.14,20,0.48,clear-day,0.0,0.0,,1010.42,Clear,79.59,1528920000,11.0,10.0,206.0,9.02,4.92
83.18,0.0,20180613,57.3,21,0.41,clear-day,0.0,0.0,,1010.28,Clear,83.18,1528923600,10.0,10.0,207.0,9.52,4.97
83.78,0.0,20180613,55.53,22,0.38,clear-day,0.0,0.0,,1009.81,Clear,83.78,1528927200,8.0,10.0,225.0,9.57,4.93
83.03,0.0,20180613,54.37,23,0.37,clear-day,0.0,0.0,,1009.44,Clear,83.03,1528930800,6.0,10.0,220.0,9.43,5.01
83.23,0.0,20180614,54.45,00,0.37,clear-day,0.0,0.0,,1008.81,Clear,83.23,1528934400,3.0,10.0,227.0,9.46,4.33
81.27,0.0,20180614,54.89,01,0.4,clear-day,0.0,0.0,,1008.52,Clear,81.27,1528938000,1.0,10.0,237.0,7.94,3.84
78.99,0.0,20180614,54.3,02,0.43,clear-day,0.0,0.0,,1008.28,Clear,78.99,1528941600,0.0,10.0,245.0,7.22,3.69
76.52,0.0,20180614,53.84,03,0.45,clear-day,0.0,0.0,,1008.53,Clear,76.52,1528945200,0.0,10.0,251.0,5.35,3.15
74.61,0.14,20180614,52.87,04,0.47,clear-night,0.0,0.0,,1008.71,Clear,74.61,1528948800,0.0,10.0,263.0,5.34,2.16
69.53,0.13,20180614,54.87,05,0.6,clear-night,0.0,0.0,,1009.53,Clear,69.53,1528952400,0.0,10.0,250.0,4.31,1.98
67.93,0.13,20180614,55.53,06,0.65,clear-night,0.0,0.0,,1009.72,Clear,67.93,1528956000,0.0,10.0,245.0,3.86,1.35
67.5,0.36,20180614,54.1,07,0.62,partly-cloudy-night,0.0,0.0,,1009.79,Partly Cloudy,67.5,1528959600,0.0,9.77,225.0,3.83,1.53
65.92,0.53,20180614,54.15,08,0.66,partly-cloudy-night,0.0,0.0,,1009.95,Partly Cloudy,65.92,1528963200,0.0,8.9,222.0,3.82,1.71
64.11,0.74,20180614,54.94,09,0.72,partly-cloudy-night,0.0,0.0,,1009.62,Mostly Cloudy,64.11,1528966800,0.0,8.57,253.0,4.65,1.63
63.97,0.86,20180614,54.27,10,0.71,partly-cloudy-night,0.0,0.0,,1009.37,Mostly Cloudy,63.97,1528970400,0.0,7.28,285.0,4.59,1.69
63.46,0.86,20180614,55.37,11,0.75,partly-cloudy-night,0.0,0.0,,1008.73,Mostly Cloudy,63.46,1528974000,0.0,7.21,359.0,4.14,1.41
63.37,0.83,20180614,53.03,12,0.69,partly-cloudy-night,0.0,0.0,,1009.02,Mostly Cloudy,63.37,1528977600,0.0,5.84,151.0,4.11,1.07
62.56,0.91,20180614,55.43,13,0.78,partly-cloudy-day,0.0,0.0,,1009.32,Mostly Cloudy,62.56,1528981200,0.0,4.93,132.0,3.82,0.63
63.98,0.92,20180614,55.31,14,0.73,partly-cloudy-day,0.0,0.0,,1009.43,Mostly Cloudy,63.98,1528984800,0.0,3.7,58.0,3.71,0.52
66.84,0.71,20180614,55.75,15,0.68,partly-cloudy-day,0.0,0.0,,1009.72,Mostly Cloudy,66.84,1528988400,1.0,4.34,167.0,6.15,1.99
67.77,0.73,20180614,57.57,16,0.7,partly-cloudy-day,0.0,0.0,,1010.57,Mostly Cloudy,67.77,1528992000,3.0,4.18,176.0,5.11,2.29
68.91,0.61,20180614,58.2,17,0.69,partly-cloudy-day,0.0,0.0,,1011.25,Mostly Cloudy,68.91,1528995600,5.0,5.17,179.0,6.68,3.21
72.26,0.39,20180614,58.33,18,0.62,partly-cloudy-day,0.0,0.0,,1011.74,Partly Cloudy,72.26,1528999200,7.0,6.81,175.0,8.63,3.31
74.86,0.18,20180614,58.04,19,0.56,clear-day,0.0,0.0,,1011.73,Clear,74.86,1529002800,9.0,7.95,178.0,7.69,3.75
78.22,0.09,20180614,56.03,20,0.47,clear-day,0.0,0.0,,1010.99,Clear,78.22,1529006400,11.0,8.74,195.0,7.7,3.16
81.76,0.09,20180614,51.71,21,0.35,clear-day,0.0,0.0,,1009.98,Clear,81.76,1529010000,10.0,9.53,199.0,7.6,2.46
86.51,0.02,20180614,50.08,22,0.29,clear-day,,,rain,1008.36,Clear,86.51,1529013600,8.0,9.81,231.0,,3.21
89.28,0.0,20180614,46.7,23,0.23,clear-day,0.0,0.0,,1007.1,Clear,89.28,1529017200,6.0,10.0,226.0,8.32,3.85
87.23,0.05,20180615,48.15,00,0.26,clear-day,0.0,0.0,,1006.93,Clear,87.23,1529020800,3.0,10.0,221.0,9.07,4.06
83.59,0.12,20180615,51.93,01,0.34,clear-day,0.0,0.0,,1006.73,Clear,83.59,1529024400,1.0,10.0,223.0,10.74,5.78
74.66,0.21,20180615,54.85,02,0.5,clear-day,0.0,0.0,,1008.01,Clear,74.66,1529028000,0.0,10.0,230.0,9.45,4.18
71.71,0.19,20180615,54.35,03,0.54,clear-day,0.0,0.0,,1008.47,Clear,71.71,1529031600,0.0,10.0,236.0,7.85,3.54
69.42,,20180615,53.82,04,0.58,clear-night,,,rain,1008.89,Clear,69.42,1529035200,0.0,,267.0,,2.15
68.19,0.07,20180615,55.35,05,0.64,clear-night,0.0,0.0,,1009.22,Clear,68.19,1529038800,0.0,10.0,272.0,4.5,1.48
67.21,0.13,20180615,55.78,06,0.67,clear-night,0.0,0.0,,1009.43,Clear,67.21,1529042400,0.0,10.0,207.0,3.59,1.56
67.22,0.13,20180615,53.86,07,0.62,clear-night,0.0,0.0,,1009.16,Clear,67.22,1529046000,0.0,10.0,179.0,3.74,1.94
65.74,0.11,20180615,55.22,08,0.69,clear-night,0.0,0.0,,1008.89,Clear,65.74,1529049600,0.0,9.58,163.0,3.35,0.71
65.25,0.0,20180615,55.17,09,0.7,clear-night,0.0,0.0,,1008.62,Clear,65.25,1529053200,0.0,10.0,116.0,4.37,0.96
65.1,0.0,20180615,54.31,10,0.68,clear-night,0.0,0.0,,1008.57,Clear,65.1,1529056800,0.0,9.89,169.0,3.95,0.69
64.72,0.07,20180615,54.69,11,0.7,clear-night,0.0,0.0,,1008.56,Clear,64.72,1529060400,0.0,9.76,152.0,3.87,1.22
64.38,0.39,20180615,54.74,12,0.71,partly-cloudy-night,0.0,0.0,,1008.68,Partly Cloudy,64.38,1529064000,0.0,9.59,157.0,4.19,1.74
63.9,0.9,20180615,55.55,13,0.74,partly-cloudy-day,0.0,0.0,,1009.07,Mostly Cloudy,63.9,1529067600,0.0,9.17,147.0,4.3,1.52
64.49,0.85,20180615,57.15,14,0.77,partly-cloudy-day,0.0,0.0,,1009.21,Mostly Cloudy,64.49,1529071200,0.0,8.19,146.0,4.39,1.41
66.87,0.74,20180615,57.95,15,0.73,partly-cloudy-day,0.0,0.0,,1009.57,Mostly Cloudy,66.87,1529074800,1.0,9.72,130.0,4.73,1.66
69.18,0.41,20180615,57.89,16,0.67,partly-cloudy-day,0.0,0.0,,1009.66,Partly Cloudy,69.18,1529078400,3.0,9.7,136.0,5.33,1.53
71.66,0.2,20180615,57.85,17,0.62,clear-day,0.0,0.0,,1009.33,Clear,71.66,1529082000,6.0,10.0,167.0,7.39,2.64
74.82,0.06,20180615,57.77,18,0.55,clear-day,0.0,0.0,,1009.48,Clear,74.82,1529085600,9.0,10.0,172.0,7.87,3.81
75.38,0.11,20180615,58.22,19,0.55,clear-day,0.0,0.0,,1009.38,Clear,75.38,1529089200,10.0,10.0,188.0,8.96,4.18
77.54,0.03,20180615,57.93,20,0.51,clear-day,0.0,0.0,,1008.78,Clear,77.54,1529092800,11.0,10.0,184.0,9.42,4.97
79.89,0.01,20180615,57.78,21,0.47,clear-day,0.0,0.0,,1008.37,Clear,79.89,1529096400,10.0,10.0,196.0,10.85,5.33
80.01,0.01,20180615,56.6,22,0.45,clear-day,0.0,0.0,,1008.0,Clear,80.01,1529100000,8.0,10.0,202.0,9.08,5.33
80.11,0.06,20180615,55.76,23,0.43,clear-day,0.0,0.0,,1007.27,Clear,80.11,1529103600,6.0,10.0,198.0,10.59,4.91
78.53,0.02,20180616,56.09,00,0.46,clear-day,0.0,0.0,,1006.85,Clear,78.53,1529107200,3.0,10.0,204.0,10.97,4.88
75.86,0.11,20180616,56.95,01,0.52,clear-day,0.0,0.0,,1006.59,Clear,75.86,1529110800,1.0,10.0,214.0,10.6,5.33
73.47,0.12,20180616,56.98,02,0.56,clear-day,0.0,0.0,,1006.86,Clear,73.47,1529114400,0.0,10.0,226.0,8.13,4.63
68.89,0.19,20180616,56.44,03,0.65,clear-day,0.0,0.0,,1006.91,Clear,68.89,1529118000,0.0,10.0,242.0,8.0,3.33
66.43,0.47,20180616,57.02,04,0.72,partly-cloudy-night,0.0,0.0,,1007.14,Partly Cloudy,66.43,1529121600,0.0,9.82,241.0,5.42,2.54
64.55,0.55,20180616,56.78,05,0.76,partly-cloudy-night,0.0,0.0,,1007.75,Partly Cloudy,64.55,1529125200,0.0,10.0,218.0,5.46,3.04
63.73,0.76,20180616,56.46,06,0.77,partly-cloudy-night,0.0,0.0,,1008.02,Mostly Cloudy,63.73,1529128800,0.0,10.0,207.0,5.77,2.98
63.28,0.94,20180616,56.72,07,0.79,cloudy,0.0,0.0,,1008.17,Overcast,63.28,1529132400,0.0,9.68,184.0,5.25,1.7
62.83,0.98,20180616,56.59,08,0.8,cloudy,0.0,0.0,,1007.97,Overcast,62.83,1529136000,0.0,9.59,184.0,5.26,2.08
62.98,1.0,20180616,56.62,09,0.8,cloudy,0.0,0.0,,1008.11,Overcast,62.98,1529139600,0.0,9.68,163.0,5.24,2.49
62.87,1.0,20180616,56.11,10,0.79,cloudy,0.0,0.0,,1007.87,Overcast,62.87,1529143200,0.0,9.72,159.0,8.72,4.13
63.12,1.0,20180616,55.92,11,0.77,cloudy,0.0,0.0,,1008.01,Overcast,63.12,1529146800,0.0,10.0,161.0,5.82,3.22
63.11,1.0,20180616,55.65,12,0.77,cloudy,0.0,0.0,,1008.04,Overcast,63.11,1529150400,0.0,10.0,157.0,5.74,3.52
63.01,1.0,20180616,55.55,13,0.77,cloudy,0.0,0.0,,1008.26,Overcast,63.01,1529154000,0.0,9.99,169.0,6.78,3.8
62.97,1.0,20180616,55.31,14,0.76,cloudy,0.0,0.0,,1008.6,Overcast,62.97,1529157600,0.0,10.0,165.0,6.31,3.71
63.59,1.0,20180616,55.4,15,0.75,cloudy,0.0,0.0,,1009.02,Overcast,63.59,1529161200,1.0,10.0,152.0,7.27,4.36
64.21,1.0,20180616,55.56,16,0.73,cloudy,0.0,0.0,,1009.55,Overcast,64.21,1529164800,3.0,10.0,160.0,7.64,4.81
64.86,1.0,20180616,55.19,17,0.71,cloudy,0.0,0.0,,1009.92,Overcast,64.86,1529168400,4.0,9.98,169.0,8.87,5.49
65.68,0.95,20180616,54.72,18,0.68,cloudy,0.0,0.0,,1010.37,Overcast,65.68,1529172000,5.0,10.0,169.0,10.36,5.77
66.71,0.93,20180616,54.16,19,0.64,partly-cloudy-day,0.0,0.0,,1010.41,Mostly Cloudy,66.71,1529175600,5.0,10.0,177.0,9.95,5.82
67.72,0.85,20180616,53.69,20,0.61,partly-cloudy-day,0.0,0.0,,1010.56,Mostly Cloudy,67.72,1529179200,6.0,10.0,174.0,9.58,6.3
68.25,1.0,20180616,53.53,21,0.59,cloudy,0.0,0.0,,1010.56,Overcast,68.25,1529182800,5.0,10.0,176.0,14.15,7.6
67.35,,20180616,52.94,22,0.6,clear-day,,,rain,1010.7,Clear,67.35,1529186400,,,179.0,,7.43
67.09,0.85,20180616,52.62,23,0.6,partly-cloudy-day,0.0,0.0,,1010.4,Mostly Cloudy,67.09,1529190000,4.0,10.0,181.0,13.39,8.23
66.56,0.86,20180617,52.17,00,0.6,partly-cloudy-day,0.0,0.0,,1010.24,Mostly Cloudy,66.56,1529193600,2.0,10.0,175.0,13.15,7.55
64.93,0.92,20180617,51.59,01,0.62,partly-cloudy-day,0.0,0.0,,1010.35,Mostly Cloudy,64.93,1529197200,1.0,10.0,168.0,10.78,7.1
63.99,0.95,20180617,51.17,02,0.63,cloudy,0.0,0.0,,1010.35,Overcast,63.99,1529200800,0.0,10.0,165.0,9.46,6.4
63.26,,20180617,51.02,03,0.64,clear-day,,,rain,1010.46,Clear,63.26,1529204400,,10.0,156.0,8.74,6.27
62.58,1.0,20180617,50.71,04,0.65,cloudy,0.0,0.0,,1010.82,Overcast,62.58,1529208000,0.0,10.0,159.0,9.14,6.13
62.47,,20180617,50.9,05,0.66,clear-night,,,rain,1011.43,Clear,62.47,1529211600,0.0,10.0,162.0,7.94,5.34
62.06,1.0,20180617,51.35,06,0.68,cloudy,0.0,0.0,,1011.55,Overcast,62.06,1529215200,0.0,10.0,161.0,7.66,4.79
61.71,1.0,20180617,51.59,07,0.69,cloudy,0.0,0.0,,1011.55,Overcast,61.71,1529218800,0.0,10.0,169.0,6.93,4.06
61.36,1.0,20180617,51.71,08,0.71,cloudy,0.0,0.0,,1011.61,Overcast,61.36,1529222400,0.0,10.0,167.0,6.16,3.76
61.06,1.0,20180617,51.77,09,0.71,cloudy,0.0,0.0,,1011.59,Overcast,61.06,1529226000,0.0,10.0,168.0,6.1,3.66
60.87,1.0,20180617,51.93,10,0.72,cloudy,0.0,0.0,,1011.53,Overcast,60.87,1529229600,0.0,10.0,168.0,5.73,3.61
60.9,1.0,20180617,51.93,11,0.72,cloudy,0.0,0.0,,1011.73,Overcast,60.9,1529233200,0.0,10.0,167.0,5.16,3.59
61.0,1.0,20180617,51.84,12,0.72,cloudy,0.0,0.0,,1011.88,Overcast,61.0,1529236800,0.0,10.0,174.0,5.84,3.25
60.8,1.0,20180617,51.78,13,0.72,cloudy,0.0,0.0,,1012.25,Overcast,60.8,1529240400,0.0,10.0,191.0,5.1,2.51
61.13,1.0,20180617,51.61,14,0.71,cloudy,0.0,0.0,,1012.86,Overcast,61.13,1529244000,0.0,10.0,187.0,5.37,2.47
61.54,1.0,20180617,51.51,15,0.7,cloudy,0.0,0.0,,1013.35,Overcast,61.54,1529247600,1.0,10.0,178.0,5.18,2.56
62.49,0.99,20180617,51.3,16,0.67,cloudy,0.0,0.0,,1013.59,Overcast,62.49,1529251200,3.0,10.0,176.0,6.31,2.94
